hospital_name,city,state,county_name,hospital_overall_rating
CAPE FEAR VALLEY MEDICAL CENTER,FAYETTEVILLE,North Carolina,Cumberland,3.0
MEDINA HOSPITAL,MEDINA,Ohio,Medina,4.0
PROVIDENCE ALASKA MEDICAL CENTER,ANCHORAGE,Alaska,Anchorage,4.0
WESTERN RESERVE HOSPITAL,CUYAHOGA FALLS,Ohio,Summit,4.0
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,LOS ANGELES,California,Los angeles,1.0
KEARNEY REGIONAL MEDICAL CENTER,KEARNEY,Nebraska,Buffalo,3.0
UNITED REGIONAL HEALTH CARE SYSTEM,WICHITA FALLS,Texas,Wichita,4.0
TRI-STATE MEMORIAL HOSPITAL,CLARKSTON,Washington,Asotin,4.0
JENNIE STUART MEDICAL CENTER,HOPKINSVILLE,Kentucky,Christian,1.0
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,CHICAGO,Illinois,Cook,3.0
GRADY MEMORIAL HOSPITAL,CHICKASHA,Oklahoma,Grady,4.0
CURRY GENERAL HOSPITAL,GOLD BEACH,Oregon,Curry,3.0
EL CAMPO MEMORIAL HOSPITAL,EL CAMPO,Texas,Wharton,3.0
MCKAY DEE HOSPITAL,OGDEN,Utah,Weber,4.0
MERCY HEALTH - WEST HOSPITAL,CINCINNATI,Ohio,Hamilton,4.0
KNOXVILLE HOSPITAL & CLINICS,KNOXVILLE,Iowa,Marion,4.0
COMMUNITY HOWARD REGIONAL HEALTH INC.,KOKOMO,Indiana,Howard,3.0
OCHSNER ST ANNE GENERAL HOSPITAL,RACELAND,Louisiana,Lafourche,4.0
REGIONAL ONE HEALTH,MEMPHIS,Tennessee,Shelby,2.0
ALLEN HOSPITAL,WATERLOO,Iowa,Black hawk,4.0
GARDEN PARK MEDICAL CENTER,GULFPORT,Mississippi,Harrison,4.0
LAKEWOOD REGIONAL MEDICAL CENTER,LAKEWOOD,California,Los angeles,2.0
PRISMA HEALTH  PATEWOOD HOSPITAL,GREENVILLE,South Carolina,Greenville,5.0
ADVENTHEALTH LAKE WALES,LAKE WALES,Florida,Polk,1.0
GREATER BALTIMORE MEDICAL CENTER,BALTIMORE,Maryland,Baltimore,5.0
KETTERING MEDICAL CENTER,KETTERING,Ohio,Montgomery,4.0
WYOMING COUNTY COMMUNITY HOSPITAL,WARSAW,New York,Wyoming,3.0
HIGGINS GENERAL HOSPITAL,BREMEN,Georgia,Haralson,4.0
LAC/HARBOR-UCLA MED CENTER,TORRANCE,California,Los angeles,2.0
CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,CORPUS CHRISTI,Texas,Nueces,2.0
FISHER-TITUS HOSPITAL,NORWALK,Ohio,Huron,4.0
CLAY COUNTY MEDICAL CENTER,CLAY CENTER,Kansas,Clay,4.0
MEADE DISTRICT HOSPITAL,MEADE,Kansas,Meade,4.0
BELLIN MEMORIAL HOSPITAL,GREEN BAY,Wisconsin,Brown,5.0
HOWARD COUNTY GENERAL HOSPITAL,COLUMBIA,Maryland,Howard,4.0
VIRGINIA MASON MEDICAL CENTER,SEATTLE,Washington,King,5.0
ST JOSEPH MEDICAL CENTER,TACOMA,Washington,Pierce,2.0
SHAWANO MEDICAL CENTER,SHAWANO,Wisconsin,Shawano,3.0
JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,CONCORD,California,Contra costa,5.0
HOUSTON MEDICAL CENTER,WARNER ROBINS,Georgia,Houston,3.0
UP HEALTH SYSTEM PORTAGE,HANCOCK,Michigan,Houghton,5.0
SAINT ANNE'S HOSPITAL,FALL RIVER,Massachusetts,Bristol,3.0
MEDICAL CITY NORTH HILLS,NORTH RICHLAND HILLS,Texas,Tarrant,3.0
ST JOSEPH'S HOSPITAL AND MEDICAL CENTER,PATERSON,New Jersey,Passaic,1.0
HACKENSACKUMC MOUNTAINSIDE,MONTCLAIR,New Jersey,Essex,3.0
MIDMICHIGAN MEDICAL CENTER-CLARE,CLARE,Michigan,Clare,4.0
UPMC ALTOONA,ALTOONA,Pennsylvania,Blair,3.0
LONGMONT UNITED HOSPITAL,LONGMONT,Colorado,Boulder,3.0
KAISER FOUNDATION HOSPITAL,HONOLULU,Hawaii,Honolulu,4.0
CARNEY HOSPITAL,BOSTON,Massachusetts,Suffolk,2.0
FERRELL HOSPITAL COMMUNITY FOUNDATIONS,ELDORADO,Illinois,Saline,3.0
BEAUMONT HOSPITAL - TRENTON,TRENTON,Michigan,Wayne,4.0
ST JOHN OWASSO,OWASSO,Oklahoma,Tulsa,5.0
MISSION COMMUNITY HOSPITAL,PANORAMA CITY,California,Los angeles,4.0
DONALSONVILLE HOSPITAL INC,DONALSONVILLE,Georgia,Seminole,3.0
SOUTHWESTERN MEDICAL CENTER,LAWTON,Oklahoma,Comanche,3.0
ST JOHNS HOSPITAL,SPRINGFIELD,Illinois,Sangamon,2.0
WRIGHT MEMORIAL HOSPITAL,TRENTON,Missouri,Grundy,4.0
IOWA SPECIALTY HOSPITAL-CLARION,CLARION,Iowa,Wright,4.0
BAPTIST ST ANTHONY'S HOSPITAL,AMARILLO,Texas,Potter,4.0
MERCY MEDICAL CTR,SPRINGFIELD,Massachusetts,Hampden,2.0
OHIOHEALTH SHELBY HOSPITAL,SHELBY,Ohio,Richland,4.0
NORTHERN LIGHT MERCY HOSPITAL,PORTLAND,Maine,Cumberland,4.0
TOUCHETTE REGIONAL HOSPITAL INC,CENTREVILLE,Illinois,St. clair,3.0
VALLEY VIEW HOSPITAL ASSOCIATION,GLENWOOD SPRINGS,Colorado,Garfield,4.0
PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,TORRANCE,California,Los angeles,4.0
SUNBURY COMMUNITY HOSPITAL,SUNBURY,Pennsylvania,Northumberlnd,3.0
TRINITAS REGIONAL MEDICAL CENTER,ELIZABETH,New Jersey,Union,1.0
NOVANT HEALTH BRUNSWICK MEDICAL CENTER,SUPPLY,North Carolina,Brunswick,2.0
VIA CHRISTI HOSPITAL-WICHITA,WICHITA,Kansas,Sedgwick,2.0
"ROCKCASTLE COUNTY HOSPITAL, INC.",MOUNT VERNON,Kentucky,Rockcastle,3.0
JACKSON HEALTH SYSTEM,MIAMI,Florida,Miami-dade,1.0
CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,SAN FRANCISCO,California,San francisco,3.0
BROWARD HEALTH CORAL SPRINGS,CORAL SPRINGS,Florida,Broward,1.0
SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER,CAMBRIDGE,Ohio,Guernsey,3.0
MERCY HOSPITAL CARTHAGE,CARTHAGE,Missouri,Jasper,4.0
EINSTEIN MEDICAL CENTER MONTGOMERY,EAST NORRITON,Pennsylvania,Montgomery,2.0
PHYSICIANS REGIONAL MEDICAL CENTER,POWELL,Tennessee,Knox,3.0
WELCH COMMUNITY HOSPITAL,WELCH,West Virginia,Mc dowell,4.0
CHICOT MEMORIAL MEDICAL CENTER,LAKE VILLAGE,Arkansas,Chicot,3.0
NORTH ARKANSAS REGIONAL MEDICAL CENTER,HARRISON,Arkansas,Boone,2.0
WAYNE MEMORIAL HOSPITAL,JESUP,Georgia,Wayne,3.0
HAMMOND HENRY HOSPITAL,GENESEO,Illinois,Henry,4.0
SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,SALLISAW,Oklahoma,Sequoyah,3.0
HERITAGE VALLEY KENNEDY,MCKEES ROCKS,Pennsylvania,Allegheny,2.0
EDWARD HOSPITAL,NAPERVILLE,Illinois,Du page,5.0
WINCHESTER HOSPITAL,WINCHESTER,Massachusetts,Middlesex,4.0
NORWEGIAN-AMERICAN HOSPITAL,CHICAGO,Illinois,Cook,2.0
THE MEDICAL CENTER AT FRANKLIN,FRANKLIN,Kentucky,Simpson,3.0
THEDACARE MEDICAL CENTER-WAUPACA,WAUPACA,Wisconsin,Waupaca,3.0
FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,FOUNTAIN VALLEY,California,Orange,3.0
PRESBYTERIAN HOSPITAL,ALBUQUERQUE,New Mexico,Bernalillo,3.0
ALLIANCEHEALTH DURANT,DURANT,Oklahoma,Bryan,2.0
HENRY FORD MACOMB HOSPITAL,CLINTON TOWNSHIP,Michigan,Macomb,3.0
"L A DOWNTOWN MEDICAL CENTER, LLC",LOS ANGELES,California,Los angeles,5.0
BOULDER COMMUNITY HEALTH,BOULDER,Colorado,Boulder,3.0
WASHINGTON COUNTY REGIONAL MEDICAL CENTER,SANDERSVILLE,Georgia,Washington,3.0
LAKEWOOD HEALTH SYSTEM,STAPLES,Minnesota,Todd,4.0
YORK HOSPITAL,YORK,Pennsylvania,York,4.0
WEST CHESTER HOSPITAL,WEST CHESTER,Ohio,Butler,4.0
WEISER MEMORIAL HOSPITAL,WEISER,Idaho,Washington,4.0
"ST. VINCENT WILLIAMSPORT HOSPITAL, INC.",WILLIAMSPORT,Indiana,Warren,4.0
BEAUREGARD MEMORIAL HOSPITAL,DERIDDER,Louisiana,Beauregard,3.0
GRAYS HARBOR COMMUNITY HOSPITAL,ABERDEEN,Washington,Grays harbor,2.0
MCKENZIE-WILLAMETTE MEDICAL CENTER,SPRINGFIELD,Oregon,Lane,4.0
VENICE REGIONAL BAYFRONT HEALTH,VENICE,Florida,Sarasota,2.0
"GRACE MEDICAL CENTER, INC",BALTIMORE,Maryland,Baltimore city,2.0
SOUTHERN MAINE HEALTH CARE,BIDDEFORD,Maine,York,3.0
STONEWALL JACKSON MEMORIAL HOSPITAL,WESTON,West Virginia,Lewis,3.0
FROEDTERT MEMORIAL LUTHERAN HOSPITAL,MILWAUKEE,Wisconsin,Milwaukee,4.0
CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,PLATTSBURGH,New York,Clinton,4.0
"WAKEMED, CARY HOSPITAL",CARY,North Carolina,Wake,3.0
COPLEY MEMORIAL HOSPITAL,AURORA,Illinois,Kane,4.0
SACRED HEART HOSPITAL,EAU CLAIRE,Wisconsin,Eau claire,4.0
GRAHAM HOSPITAL ASSOCIATION,CANTON,Illinois,Fulton,4.0
MOUNTAIN VIEW REGIONAL MEDICAL CENTER,LAS CRUCES,New Mexico,Dona ana,1.0
SAINT MARY'S REGIONAL MEDICAL CENTER,RENO,Nevada,Washoe,5.0
ELLIOT HOSPITAL,MANCHESTER,New Hampshire,Hillsborough,3.0
ENLOE MEDICAL CENTER,CHICO,California,Butte,3.0
SAINT MARY'S STANDISH COMMUNITY HOSPITAL,STANDISH,Michigan,Arenac,5.0
WESTSIDE REGIONAL MEDICAL CENTER,PLANTATION,Florida,Broward,1.0
BAYLOR SCOTT & WHITE MEDICAL CENTER - ROUND ROCK,ROUND ROCK,Texas,Williamson,5.0
PALO PINTO GENERAL HOSPITAL,MINERAL WELLS,Texas,Palo pinto,2.0
MERCY HOSPITAL LEBANON,LEBANON,Missouri,Laclede,4.0
OLYMPIC MEDICAL CENTER,PORT ANGELES,Washington,Clallam,5.0
BANNER THUNDERBIRD MEDICAL CENTER,GLENDALE,Arizona,Maricopa,2.0
REDWOOD MEMORIAL HOSPITAL,FORTUNA,California,Humboldt,4.0
FHN MEMORIAL HOSPITAL,FREEPORT,Illinois,Stephenson,4.0
GARDEN CITY HOSPITAL,GARDEN CITY,Michigan,Wayne,2.0
ADVOCATE GOOD SAMARITAN HOSPITAL,DOWNERS GROVE,Illinois,Du page,3.0
REDMOND REGIONAL MEDICAL CENTER,ROME,Georgia,Floyd,4.0
UT HEALTH EAST TEXAS ATHENS HOSPITAL,ATHENS,Texas,Henderson,3.0
MERIT HEALTH MADISON,CANTON,Mississippi,Madison,3.0
SENTARA ALBEMARLE MEDICAL CENTER,ELIZABETH CITY,North Carolina,Pasquotank,2.0
AU Medical Center,AUGUSTA,Georgia,Richmond,1.0
MEMORIAL HOSPITAL AND MANOR,BAINBRIDGE,Georgia,Decatur,3.0
FREEMAN HEALTH SYSTEM - FREEMAN WEST,JOPLIN,Missouri,Jasper,2.0
CHRISTUS ST FRANCES CABRINI HOSPITAL,ALEXANDRIA,Louisiana,Rapides,2.0
ST LUKE'S NAMPA MEDICAL CENTER,NAMPA,Idaho,Canyon,4.0
FLUSHING HOSPITAL MEDICAL CENTER,FLUSHING,New York,Queens,1.0
AMERICAN FORK HOSPITAL,AMERICAN FORK,Utah,Utah,5.0
"WOMANS HOSPITAL OF TEXAS,THE",HOUSTON,Texas,Harris,3.0
KNAPP MEDICAL CENTER,WESLACO,Texas,Hidalgo,4.0
CASTLE ROCK ADVENTIST HOSPITAL,CASTLE ROCK,Colorado,Douglas,4.0
GOOD SAMARITAN MEDICAL CENTER,WEST PALM BEACH,Florida,Palm beach,2.0
ADVENTIST HEALTH FEATHER RIVER,PARADISE,California,Butte,3.0
MOBERLY REGIONAL MEDICAL CENTER,MOBERLY,Missouri,Randolph,3.0
INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,MUNCIE,Indiana,Delaware,4.0
HELEN KELLER HOSPITAL,SHEFFIELD,Alabama,Colbert,4.0
OZARKS MEDICAL CENTER,WEST PLAINS,Missouri,Howell,2.0
MEDICAL CITY DENTON,DENTON,Texas,Denton,3.0
ANNA HOSPITAL CORPORATION D/B/A UNION COUNTY HOSPITAL,ANNA,Illinois,Union,4.0
RUSSELL COUNTY HOSPITAL,LEBANON,Virginia,Russell,4.0
GILA REGIONAL MEDICAL CENTER,SILVER CITY,New Mexico,Grant,4.0
MERCY HOSPITAL ADA,ADA,Oklahoma,Pontotoc,4.0
GRAND LAKE HEALTH SYSTEM,SAINT MARYS,Ohio,Auglaize,4.0
MONONGAHELA VALLEY HOSPITAL,MONONGAHELA,Pennsylvania,Washington,3.0
SANTA ROSA MEMORIAL HOSPITAL,SANTA ROSA,California,Sonoma,4.0
OWENSBORO HEALTH REGIONAL HOSPITAL,OWENSBORO,Kentucky,Daviess,4.0
STANLY REGIONAL MEDICAL CENTER,ALBEMARLE,North Carolina,Stanly,2.0
CITIZENS MEMORIAL HOSPITAL,BOLIVAR,Missouri,Polk,2.0
PONTOTOC HEALTH SERVICE INC CAH,PONTOTOC,Mississippi,Pontotoc,4.0
PRINCETON BAPTIST MEDICAL CENTER,BIRMINGHAM,Alabama,Jefferson,2.0
SOUTHEASTERN REGIONAL MEDICAL CENTER,NEWNAN,Georgia,Coweta,3.0
BARNES-JEWISH ST PETERS HOSPITAL,SAINT PETERS,Missouri,St. charles,2.0
HAYS MEDICAL CENTER,HAYS,Kansas,Ellis,4.0
SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,SANTA MONICA,California,Los angeles,5.0
REGIONAL WEST MEDICAL CENTER,SCOTTSBLUFF,Nebraska,Scott bluff,1.0
UH CONNEAUT MEDICAL CENTER,CONNEAUT,Ohio,Ashtabula,5.0
ORO VALLEY HOSPITAL,ORO VALLEY,Arizona,Pima,3.0
SOUTHWESTERN REGIONAL MEDICAL CENTER,TULSA,Oklahoma,Tulsa,5.0
BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,MECHANICSVILLE,Virginia,Hanover,4.0
POTOMAC VALLEY HOSPITAL,KEYSER,West Virginia,Mineral,5.0
SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,SHOW LOW,Arizona,Navajo,4.0
ADVENTHEALTH OCALA,OCALA,Florida,Marion,2.0
CARLISLE REGIONAL MEDICAL CENTER,CARLISLE,Pennsylvania,Cumberland,3.0
SARATOGA HOSPITAL,SARATOGA SPRINGS,New York,Saratoga,4.0
UPMC KANE,KANE,Pennsylvania,Mc kean,3.0
CHARLOTTE HUNGERFORD HOSPITAL,TORRINGTON,Connecticut,Litchfield,1.0
GOOD SAMARITAN HOSPITAL,BAKERSFIELD,California,Kern,3.0
WYOMING MEDICAL CENTER,CASPER,Wyoming,Natrona,2.0
NORTHSIDE HOSPITAL,ATLANTA,Georgia,Fulton,3.0
BLUE RIDGE REGIONAL HOSPITAL,SPRUCE PINE,North Carolina,Mitchell,4.0
EASTERN NIAGARA HOSPITAL,LOCKPORT,New York,Niagara,1.0
LITTLETON REGIONAL HEALTHCARE,LITTLETON,New Hampshire,Grafton,4.0
ST CLOUD REGIONAL MEDICAL CENTER,SAINT CLOUD,Florida,Osceola,2.0
MONMOUTH MEDICAL CENTER,LONG BRANCH,New Jersey,Monmouth,3.0
STONY BROOK EASTERN LONG ISLAND HOSPITAL,GREENPORT,New York,Suffolk,3.0
ST MARY'S GENERAL HOSPITAL,PASSAIC,New Jersey,Passaic,3.0
GARFIELD MEMORIAL HOSPITAL,PANGUITCH,Utah,Garfield,4.0
RESTON HOSPITAL CENTER,RESTON,Virginia,Fairfax,4.0
ADVENTHEALTH DELAND,DELAND,Florida,Volusia,2.0
MASON DISTRICT HOSPITAL,HAVANA,Illinois,Mason,4.0
COMMUNITY REGIONAL MEDICAL CENTER,FRESNO,California,Fresno,1.0
SCOTT MEMORIAL HEALTH,SCOTTSBURG,Indiana,Scott,3.0
OTTO KAISER MEMORIAL HOSPITAL,KENEDY,Texas,Karnes,4.0
CHINESE HOSPITAL,SAN FRANCISCO,California,San francisco,4.0
BAPTIST MEMORIAL HOSPITAL,MEMPHIS,Tennessee,Shelby,2.0
ESSENTIA HEALTH ST MARYS - DETROIT LAKES,DETROIT LAKES,Minnesota,Becker,4.0
SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH,PLYMOUTH,Indiana,Marshall,3.0
HENRY COUNTY MEDICAL CENTER,PARIS,Tennessee,Henry,3.0
THE HEALTHCENTER,KALISPELL,Montana,Flathead,4.0
AVERA HOLY FAMILY HOSPITAL,ESTHERVILLE,Iowa,Emmet,4.0
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,LAWRENCEBURG,Tennessee,Lawrence,4.0
PHOENIXVILLE HOSPITAL,PHOENIXVILLE,Pennsylvania,Chester,2.0
SARASOTA MEMORIAL HOSPITAL,SARASOTA,Florida,Sarasota,5.0
SAINT JAMES HOSPITAL,PONTIAC,Illinois,Livingston,4.0
HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS,KINGSTON,New York,Ulster,2.0
POTTSTOWN HOSPITAL,POTTSTOWN,Pennsylvania,Montgomery,1.0
ST CLARE HOSPITAL,LAKEWOOD,Washington,Pierce,2.0
THAYER COUNTY HEALTH SERVICES,HEBRON,Nebraska,Thayer,4.0
BROWNWOOD REGIONAL MEDICAL CENTER,BROWNWOOD,Texas,Brown,2.0
PIEDMONT ATHENS REGIONAL MEDICAL CENTER,ATHENS,Georgia,Clarke,3.0
JOHNSON CITY MEDICAL CENTER,JOHNSON CITY,Tennessee,Washington,1.0
OUR LADY OF VICTORY HOSPITAL,STANLEY,Wisconsin,Chippewa,3.0
ST JOSEPH'S MEDICAL CENTER,YONKERS,New York,Westchester,1.0
GOOD SAMARITAN HOSPITAL,LOS ANGELES,California,Los angeles,3.0
OSF SAINT ANTHONY MEDICAL CENTER,ROCKFORD,Illinois,Winnebago,2.0
WAR MEMORIAL HOSPITAL INC,BERKELEY SPRINGS,West Virginia,Morgan,5.0
CARILION MEDICAL CENTER,ROANOKE,Virginia,Roanoke city,2.0
VERDE VALLEY MEDICAL CENTER,COTTONWOOD,Arizona,Yavapai,4.0
TERREBONNE GENERAL MEDICAL CENTER,HOUMA,Louisiana,Terrebonne,3.0
BAPTIST HEALTH VAN BUREN,VAN BUREN,Arkansas,Crawford,3.0
UNIVERSITY OF TN MEDICAL CENTER,KNOXVILLE,Tennessee,Knox,3.0
HEART OF LANCASTER REGIONAL MEDICAL CENTER,LITITZ,Pennsylvania,Lancaster,3.0
COTTAGE HOSPITAL,WOODSVILLE,New Hampshire,Grafton,3.0
MEDICAL CITY LAS COLINAS,IRVING,Texas,Dallas,3.0
PROMEDICA MONROE REGIONAL HOSPITAL,MONROE,Michigan,Monroe,2.0
JONES MEMORIAL HOSPITAL,WELLSVILLE,New York,Allegany,1.0
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,SAN PEDRO,California,Los angeles,3.0
CAPITAL MEDICAL CENTER,OLYMPIA,Washington,Thurston,4.0
ADVENTIST HEALTH PORTLAND,PORTLAND,Oregon,Multnomah,4.0
NEW LONDON FAMILY MEDICAL CENTER,NEW LONDON,Wisconsin,Waupaca,4.0
PRESENCE SAINT FRANCIS HOSPITAL,EVANSTON,Illinois,Cook,3.0
NORTHWEST MEDICAL CENTER,MARGATE,Florida,Broward,2.0
COOSA VALLEY MEDICAL CENTER,SYLACAUGA,Alabama,Talladega,2.0
CLEVELAND CLINIC AVON HOSPITAL,AVON,Ohio,Lorain,4.0
KAISER FOUNDATION HOSPITAL - FRESNO,FRESNO,California,Fresno,3.0
MT SAN RAFAEL HOSPITAL,TRINIDAD,Colorado,Las animas,5.0
UNIVERSITY OF MISSISSIPPI MED CENTER,JACKSON,Mississippi,Hinds,1.0
GUTHRIE CORTLAND REGIONAL MEDICAL CENTER,CORTLAND,New York,Cortland,3.0
AURORA SHEBOYGAN MEMORIAL MEDICAL CTR,SHEBOYGAN,Wisconsin,Sheboygan,5.0
UNIVERSITY OF NEW MEXICO HOSPITAL,ALBUQUERQUE,New Mexico,Bernalillo,1.0
BON SECOURS-ST FRANCIS XAVIER HOSPITAL,CHARLESTON,South Carolina,Charleston,4.0
LABETTE HEALTH,PARSONS,Kansas,Labette,5.0
MARION GENERAL HOSPITAL,MARION,Indiana,Grant,4.0
POMERADO HOSPITAL,POWAY,California,San diego,4.0
LAS PALMAS MEDICAL CENTER,EL PASO,Texas,El paso,3.0
HILLCREST HOSPITAL CLAREMORE,CLAREMORE,Oklahoma,Rogers,4.0
HILLCREST HOSPITAL CUSHING,CUSHING,Oklahoma,Payne,3.0
CHI HEALTH LAKESIDE,OMAHA,Nebraska,Douglas,4.0
BAYLOR UNIVERSITY MEDICAL CENTER,DALLAS,Texas,Dallas,4.0
GRADY MEMORIAL HOSPITAL,DELAWARE,Ohio,Delaware,4.0
SANTA ROSA MEDICAL CENTER,MILTON,Florida,Santa rosa,3.0
LUTHERAN MEDICAL CENTER,WHEAT RIDGE,Colorado,Jefferson,4.0
ADVENTHEALTH MURRAY,CHATSWORTH,Georgia,Murray,4.0
PALO VERDE HOSPITAL,BLYTHE,California,Riverside,3.0
PAMPA REGIONAL MEDICAL CENTER,PAMPA,Texas,Gray,5.0
METRO NASHVILLE GENERAL HOSPITAL,NASHVILLE,Tennessee,Davidson,3.0
PANA COMMUNITY HOSPITAL,PANA,Illinois,Christian,3.0
ASCENSION ST MARY'S HOSPITAL,SAGINAW,Michigan,Saginaw,2.0
SPEARE MEMORIAL HOSPITAL,PLYMOUTH,New Hampshire,Grafton,4.0
"UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW",MINNEAPOLIS,Minnesota,Hennepin,3.0
MEDICAL CITY ARLINGTON,ARLINGTON,Texas,Tarrant,3.0
MARSHALL BROWNING HOSPITAL,DU QUOIN,Illinois,Perry,2.0
MILFORD REGIONAL MEDICAL CENTER,MILFORD,Massachusetts,Worcester,3.0
METHODIST HOSPITAL OF SACRAMENTO,SACRAMENTO,California,Sacramento,3.0
SMITH COUNTY MEMORIAL HOSPITAL,SMITH CENTER,Kansas,Smith,4.0
ASCENSION SETON MEDICAL CENTER AUSTIN,AUSTIN,Texas,Travis,4.0
PRISMA HEALTH BAPTIST PARKRIDGE,COLUMBIA,South Carolina,Lexington,5.0
SHANNON MEDICAL CENTER,SAN ANGELO,Texas,Tom green,5.0
FLOYD VALLEY HEALTHCARE,LE MARS,Iowa,Plymouth,5.0
WEST HILLS HOSPITAL & MEDICAL CENTER,WEST HILLS,California,Los angeles,2.0
MINISTRY DOOR COUNTY MEDICAL CENTER,STURGEON BAY,Wisconsin,Door,5.0
BAYONNE MEDICAL CENTER,BAYONNE,New Jersey,Hudson,2.0
BRECKINRIDGE MEMORIAL HOSPITAL,HARDINSBURG,Kentucky,Breckinridge,3.0
WILSON MEDICAL CENTER,NEODESHA,Kansas,Wilson,4.0
GRAHAM COUNTY HOSPITAL,HILL CITY,Kansas,Graham,3.0
MEDICAL COLLEGE OF VIRGINIA HOSPITALS,RICHMOND,Virginia,Richmond city,3.0
MEDSTAR HARBOR HOSPITAL,BALTIMORE,Maryland,Baltimore city,2.0
HIGHLANDS CASHIERS HOSPITAL,HIGHLANDS,North Carolina,Macon,4.0
ST LUKES MAGIC VALLEY MEDICAL CENTER,TWIN FALLS,Idaho,Twin falls,5.0
BON SECOURS COMMUNITY HOSPITAL,PORT JERVIS,New York,Orange,4.0
MCLAREN OAKLAND,PONTIAC,Michigan,Oakland,2.0
LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,LOMA LINDA,California,San bernardino,3.0
NORTHEASTERN HEALTH SYSTEM,TAHLEQUAH,Oklahoma,Cherokee,2.0
HOLZER MEDICAL CENTER JACKSON,JACKSON,Ohio,Jackson,3.0
CARILION NEW RIVER VALLEY MEDICAL CENTER,CHRISTIANSBURG,Virginia,Montgomery,3.0
METHODIST HOSPITAL SOUTH,JOURDANTON,Texas,Atascosa,5.0
MOSAIC LIFE CARE AT ST JOSEPH,SAINT JOSEPH,Missouri,Buchanan,3.0
FLEMING COUNTY HOSPITAL,FLEMINGSBURG,Kentucky,Fleming,4.0
ST LUKE'S HOSPITAL,MAUMEE,Ohio,Lucas,3.0
UNIVERSITY HEALTH SYSTEM,SAN ANTONIO,Texas,Bexar,2.0
GREAT RIVER MEDICAL CENTER,WEST BURLINGTON,Iowa,Des moines,3.0
PRISMA HEALTH BAPTIST,COLUMBIA,South Carolina,Richland,4.0
ENGLEWOOD COMMUNITY HOSPITAL,ENGLEWOOD,Florida,Sarasota,4.0
BEAUMONT HOSPITAL - GROSSE POINTE,GROSSE POINTE,Michigan,Wayne,5.0
ELLENVILLE REGIONAL HOSPITAL,ELLENVILLE,New York,Ulster,3.0
KAISER FOUNDATION HOSPITAL-SANTA ROSA,SANTA ROSA,California,Sonoma,4.0
MERCY REGIONAL HEALTH CENTER,MANHATTAN,Kansas,Riley,3.0
MARYMOUNT HOSPITAL,GARFIELD HEIGHTS,Ohio,Cuyahoga,4.0
COMMUNITY HOSPITAL,GRAND JUNCTION,Colorado,Mesa,5.0
HCA HOUSTON HEALTHCARE WEST,HOUSTON,Texas,Harris,4.0
ST JOSEPH'S HOSPITAL,HIGHLAND,Illinois,Madison,5.0
LONE PEAK HOSPITAL,DRAPER,Utah,Salt lake,4.0
LEE MEMORIAL HOSPITAL,FORT MYERS,Florida,Lee,3.0
QUEENS HOSPITAL CENTER,JAMAICA,New York,Queens,1.0
GREAT PLAINS REGIONAL MEDICAL CENTER,ELK CITY,Oklahoma,Beckham,4.0
BLUEFIELD REGIONAL MEDICAL CENTER,BLUEFIELD,West Virginia,Mercer,2.0
MEMORIAL MEDICAL CENTER,SPRINGFIELD,Illinois,Sangamon,2.0
BRONSON METHODIST HOSPITAL,KALAMAZOO,Michigan,Kalamazoo,4.0
ADVENTIST HEALTH REEDLEY,REEDLEY,California,Fresno,3.0
WELLSTAR COBB HOSPITAL,AUSTELL,Georgia,Cobb,3.0
THE HOSPITALS OF PROVIDENCE TRANSMOUNTAIN CAMPUS,EL PASO,Texas,El paso,2.0
TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,ROCKWALL,Texas,Rockwall,5.0
NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL,EVANSTON,Illinois,Cook,4.0
SENTARA RMH MEDICAL CENTER,HARRISONBURG,Virginia,Harrisonburg city,4.0
ASCENSION ST VINCENT'S CLAY COUNTY,MIDDLEBURG,Florida,Clay,4.0
HMHP ST ELIZABETH BOARDMAN HEALTH CENTER,BOARDMAN,Ohio,Mahoning,3.0
